Night_work,After_hours_communication,Weekend_activity,Backlog_size,Long_days,Reopened_tasks,Zombie_logged_in_state,Context_switching,Meeting_density,Error_bug_rate,Sick_leave_frequency,Break_frequency,Reactive_meeting_load,PTO_usage,Irregularity,Task_completion,Notification_load,Communication_variability,Meetings_missed,burnout_risk_index,latent_y,latent_y_star
1.225395288919559,21.408811128883805,3.645552786465857,66.79967744882798,2.0160660749639807,0.9253806481943432,2.5810789426144987,18.784341992739737,5.8766452977009855,4.746087027266307,0.9614676183310451,42.20111468717945,1.565580070055357,5.285698867669429,9.644080326202292,31.14364971797454,116.13047171148818,-9.718031872922618,12.804835330054937,24.679694990873617,0.1893216832280321,0.24679694990873619
0.5984960240329922,23.16830281375391,0.08840385656216299,205.91757929719418,1.2812517756201627,3.5890874717822996,2.9671155387370645,32.419730248175945,14.411390209438366,3.7912728437094474,2.9486635037552684,37.80164765756437,3.1324840413309163,4.04290771890958,5.279758865012224,29.746765947269832,93.60060114913196,21.898325399455807,24.83005903690151,11.629038862590994,0.17853014382877813,0.11629038862590994
1.8993041541643803,29.649255831867222,1.0238987054442403,290.1000312458588,1.2001886585460575,11.93178341777839,1.3244791089195835,30.864936647052012,45.299141881799386,1.219655124673534,2.7419946910152793,26.416901732699785,2.125344799020548,8.250812563381643,1.4609460352535697,12.528112132645049,68.65616975945193,57.945563508541916,15.588288068555341,15.950922589529185,0.16784722897898732,0.15950922589529185
1.7796161765793261,21.39297438570109,1.9333487354927696,248.2516596495779,1.4014127412879178,4.604550580299859,1.0591430251955773,36.97828028813552,22.45436615256574,2.551154590405818,1.4793499004300807,39.340084961658505,3.9111403477861204,4.8746992991929705,14.191787558605709,16.73498280170857,78.98843745182845,-11.684231348066199,20.836587322336275,13.207751880241169,0.17139204568909122,0.1320775188024117
3.0638350735053574,10.309099214782217,2.8201538462747937,47.991202068642906,2.4908263914300983,6.322447617122262,1.6826354136238142,7.433984014125549,31.98925835389413,2.0826754590664835,1.4124726862485015,41.48316480119626,5.437457204488986,7.741874078921561,8.48624964971823,34.573066045990785,65.71163706976405,45.85578865598735,13.023452187422361,11.486010302732675,0.1721929189462347,0.11486010302732674
3.638279622843755,8.645218597255125,1.997654660199868,147.49228993576426,1.9740046823789559,3.139071037309103,1.2384421540905566,11.628003988760115,32.46315635146021,2.138149908386978,0.9530482585344557,47.6753185996897,0.06283862511355709,2.278946337144305,13.010112802053403,51.75948096226714,69.61355939248953,-177.34561789642686,5.283433292162906,23.792781619019866,0.2508299968667317,0.23792781619019865
3.0509732555137425,16.760502975571786,2.119287105794336,241.78461771568078,1.4178752751320123,2.106347482951325,0.999520486802697,6.154788131189573,23.824655384736193,4.766710929112527,2.4561831376712204,38.31516290618383,2.086785113518207,5.080799233553592,8.625318636592802,2.9348523411744196,25.051921264176087,23.165527372071796,6.558699550124683,17.596858412437797,0.1290862224966169,0.17596858412437796
2.340174491527593,15.511174910801968,1.7469135001486276,37.59286877526046,3.0857970935687904,10.66391455041091,3.2562166069208383,12.48223261788595,18.78862659853404,2.3508469856159477,2.372702281839884,51.21443547175721,4.591637107802827,6.30828185420959,1.9673160326792032,26.685916465291733,96.38613364518483,19.637779566562365,8.400739069062231,10.258870373701495,0.13420896176170646,0.10258870373701495
2.067756454019917,64.61634944685568,1.481631073693673,63.186734771336475,3.3264244081373993,3.040909440890761,0.7941945238745234,27.564212950173324,19.364434427048312,0.04797362314671938,1.7518741109514253,54.15831492468631,3.147100574414991,6.840872293247953,5.715339185081456,13.072470651269837,72.43427324959335,37.58245861756251,1.2107418470329527,18.457864344650798,0.16208862896412335,0.18457864344650798
0.3312993433761602,26.29660389784008,1.2414911381225273,289.28765460890605,0.8331649175115241,2.8149755778909546,4.680602080569288,16.24219812102904,24.390151311649433,3.292178015199181,2.265542020467125,16.88933419924598,1.549897363604915,4.629288595655213,12.054807050101424,20.647352056402333,59.316754065338074,1.9541969420071212,2.799728147312844,10.643374031217865,0.09557306707867885,0.10643374031217866
