Night_work,After_hours_communication,Weekend_activity,Backlog_size,Long_days,Reopened_tasks,Zombie_logged_in_state,Context_switching,Meeting_density,Error_bug_rate,Sick_leave_frequency,Work_time_VS_clock_in_out,Break_frequency,Reactive_meeting_load,PTO_usage,Irregularity,Notification_load,Communication_variability,Meetings_missed,burnout_risk_index,latent_y,latent_y_star
2.8421780788000017,21.408811128883805,0.7249568309273324,276.35072971938365,2.620278457434516,7.126527135031081,2.5810789426144987,18.784341992739737,5.8766452977009855,0.5890447351428203,0.9614676183310451,3.3697804609987148,42.20111468717945,1.565580070055357,5.285698867669429,10.95407526710069,116.13047171148818,-9.718031872922618,12.804835330054937,13.60768295017003,0.14998420461458187,0.1360768295017003
2.4518341426970713,23.16830281375391,1.1746235559818525,40.51698267703755,3.9755344296976016,4.187901036567377,2.9671155387370645,32.419730248175945,14.411390209438366,2.832698972729499,2.9486635037552684,0.8242830672255417,37.80164765756437,3.1324840413309163,4.04290771890958,15.0242251316981,93.60060114913196,21.898325399455807,24.83005903690151,27.037462759546248,0.22382061933901848,0.2703746275954625
2.32020440660523,29.649255831867222,1.4518778507556047,248.93779215554477,1.3781838702132303,10.43189292571424,1.3244791089195835,30.864936647052012,45.299141881799386,5.2218704237925415,2.7419946910152793,3.342905610944989,26.416901732699785,2.125344799020548,8.250812563381643,7.899503549195314,68.65616975945193,57.945563508541916,15.588288068555341,19.079217236263702,0.1916163032901426,0.190792172362637
1.9267342110054608,21.39297438570109,2.940739816484464,181.10524775481562,1.0995725809656416,3.4763460906184642,1.0591430251955773,36.97828028813552,22.45436615256574,3.0006220057075526,1.4793499004300807,1.5571987531063582,39.340084961658505,3.9111403477861204,4.8746992991929705,7.199547009631977,78.98843745182845,-11.684231348066199,20.836587322336275,23.11875596685943,0.2046914436722566,0.23118755966859428
0.5295563008393542,10.309099214782217,1.8506256652050457,68.95398307383276,3.5505226830576886,3.2123111549294974,1.6826354136238142,7.433984014125549,31.98925835389413,1.718967756446061,1.4124726862485015,1.485583360814287,41.48316480119626,5.437457204488986,7.741874078921561,9.955360723663627,65.71163706976405,45.85578865598735,13.023452187422361,20.956403732912584,0.15275493299011733,0.20956403732912585
0.9247856347420462,8.645218597255125,2.280645282717693,116.56702579843619,0.7844600073364556,1.9780640880354783,1.2384421540905566,11.628003988760115,32.46315635146021,1.8709511592587122,0.9530482585344557,0.6140310686816759,47.6753185996897,0.06283862511355709,2.278946337144305,6.607808098859135,69.61355939248953,-177.34561789642686,5.283433292162906,24.22066696563457,0.21295384002391984,0.2422066696563457
2.058434939987094,16.760502975571786,1.7460034751670577,179.78241739819012,1.3756850547347537,3.0689764656739573,0.999520486802697,6.154788131189573,23.824655384736193,4.739571374071836,2.4561831376712204,3.448233813430519,38.31516290618383,2.086785113518207,5.080799233553592,1.7668429573842475,25.051921264176087,23.165527372071796,6.558699550124683,15.98561527085301,0.14065994431257134,0.1598561527085301
0.9591883719280568,15.511174910801968,1.4428016273452386,198.891295975349,4.114570260036649,1.9136615972894435,3.2562166069208383,12.48223261788595,18.78862659853404,3.006821138234115,2.372702281839884,3.169453064654503,51.21443547175721,4.591637107802827,6.30828185420959,8.169054743317261,96.38613364518483,19.637779566562365,8.400739069062231,6.332774224479875,0.14646934476288165,0.06332774224479876
1.0639263972757562,64.61634944685568,2.736092639654646,205.82484506102156,2.5600345352251446,11.98092369300708,0.7941945238745234,27.564212950173324,19.364434427048312,0.9092989933783602,1.7518741109514253,0.7622611511433381,54.15831492468631,3.147100574414991,6.840872293247953,4.733426003124317,72.43427324959335,37.58245861756251,1.2107418470329527,26.051723141807663,0.23395507746896096,0.26051723141807664
2.3961686091476877,26.29660389784008,2.095160007105865,255.34976473516824,0.3806318372363844,3.045170177924414,4.680602080569288,16.24219812102904,24.390151311649433,0.5951122622157012,2.265542020467125,6.301396700414152,16.88933419924598,1.549897363604915,4.629288595655213,5.329704229498171,59.316754065338074,1.9541969420071212,2.799728147312844,7.397969174500699,0.09199090570703494,0.07397969174500699
