Night_work,After_hours_communication,Weekend_activity,Backlog_size,Long_days,Reopened_tasks,Zombie_logged_in_state,Context_switching,Meeting_density,Error_bug_rate,Sick_leave_frequency,Work_time_VS_clock_in_out,Break_frequency,Reactive_meeting_load,PTO_usage,Irregularity,Task_completion,Notification_load,Communication_variability,Meetings_missed,burnout_risk_index,latent_y,latent_y_star
2.581191104613178,4.334176569970243,2.3799452618137504,243.8460468048069,2.564972279742017,2.9473221644099925,2.589334585446775,29.75397049971744,22.521463260535914,4.352529141671942,2.36857110474969,3.772244859036242,38.44929936627791,2.577774364556989,5.099444834421031,4.943646046944441,29.35360704272965,75.64704234197426,-80.13495819201457,0.2796380150242834,8.084530721737188,0.17213391630903868,0.08084530721737189
1.4712505293133291,23.765060393923367,1.2216252263541318,175.48340820605785,1.345995537182393,7.178596677255386,0.8619017573851129,37.55638173618381,34.26584991160829,1.2722924307061152,2.3331676227907963,-1.472184189023396,33.49799947989203,4.254490816829556,6.136113527106953,1.7545116138348331,20.462028088053405,28.057001715574252,74.34493981841707,17.801196218050606,20.246303978228454,0.22219745897082682,0.20246303978228453
2.9977227330101868,8.275432721573447,3.100237873400852,73.9415177465729,3.2282214850614865,8.361993963934207,3.1419791583895567,24.870038586745153,14.958733258145074,2.279435123929517,0.7670487703740253,4.418161875779729,20.89144175535564,4.799983142605253,5.872878792791839,4.3966921176564115,15.830036616524781,36.699192726838604,189.63019312200618,15.07864785060221,12.559294877976813,0.2130129953929343,0.12559294877976812
2.2825389792115693,9.531357050807241,1.735099882520791,219.55500644198216,0.9679217559318702,2.3893575962163407,1.0854949444018505,22.732447862319397,3.292839309227354,0.19081756184277676,0.16533207617636791,5.804672671487866,60.549081309420515,3.0646164969709764,2.500416866560056,11.14712522811335,9.046788055944505,130.00937698878454,-21.995732541454334,4.601134319534861,27.320301854646456,0.17112607933061735,0.27320301854646456
0.3944827490083045,31.833489514946365,0.38788831990087846,27.31282041810867,1.925354034198667,0.7736315017940614,0.4801895795432578,36.78017616728465,28.884008559323824,0.058927986413098044,1.0771585666933794,3.364238718029352,26.86574761454862,2.7778466257439085,0.9287193258178765,6.678179707663453,10.155488574762531,67.67533987263906,95.87697621510894,7.914306622231535,18.776769696304786,0.1771431361163487,0.18776769696304788
4.184575539429105,20.87213717287165,2.5883149038749833,227.9119853659837,0.7714071643460512,5.054246295543329,2.7962454436544375,20.519820521639936,26.509403018963198,3.2576746827697205,0.6175523917557292,-0.330674803795556,30.15742655051991,3.548109762943648,7.078284462221762,2.7354244144771247,45.182550315356785,36.67344929956525,64.30881103191751,10.829806360368092,24.807529177613173,0.24178382758458133,0.24807529177613172
2.527502162906014,52.804039130343085,1.3242686450463481,174.28820336715617,1.7851086917311723,8.453480870140627,3.5913222245989864,32.56789774587759,22.158039031774393,0.6801331425898911,1.3462180226168188,3.8056342283451965,29.42712943737051,3.588747141766389,7.385424532975597,4.52460266022882,33.93879455096469,97.3690240724103,115.78833766366698,14.210740491057301,21.903421224167026,0.2074305416587132,0.21903421224167025
2.63366015150707,17.578622769636816,0.4620121150346984,34.950655073753765,0.6564457618613588,7.052984142838849,4.937849450017675,4.938548020258544,30.35746502147766,2.5270838373971096,4.277916909366412,2.8150331468283194,52.800765218324656,2.778141113339742,8.211393777932855,15.502897415567492,16.483726456313647,64.30006078864389,-8.650083220853961,8.25005513711691,22.860817448236226,0.19838214295232065,0.22860817448236226
0.517540917141442,36.82511118988049,0.4929556823656649,25.86624246910664,0.6900002801813627,7.596282381639998,4.371047046844382,0.16221056424605607,31.378839870864397,3.209400831215774,0.6970954474365494,1.2074823839855164,46.21159269677705,4.596809400758492,8.062764568580455,5.944563956919108,25.325941412573815,79.79685240632367,-93.79451643699788,0.4539788322645659,21.42025319449456,0.16529478945321918,0.2142025319449456
1.504733544838161,23.891128104441815,1.8387628432338807,221.05566394665146,2.175421892158295,4.719426099145388,4.966334540358605,22.723982153346814,23.280159240527478,0.20620560488657258,1.1217596741694251,4.466636940461432,36.66062095644371,2.6488502102592304,5.537058706870626,6.058889948483433,31.145268695505276,48.15752925922901,-86.89025466250527,9.484029664821122,9.17480058111366,0.16992570225186976,0.0917480058111366
