Night_work,After_hours_communication,Weekend_activity,Backlog_size,Long_days,Reopened_tasks,Zombie_logged_in_state,Context_switching,Meeting_density,Error_bug_rate,Sick_leave_frequency,Work_time_VS_clock_in_out,Reactive_meeting_load,PTO_usage,Irregularity,Task_completion,Notification_load,Communication_variability,Meetings_missed,burnout_risk_index,latent_y,latent_y_star
4.578212881577085,40.20633352313061,0.9720187571614574,114.50273101851468,4.378336192384612,1.113338837253568,0.9591111988211316,12.936467486722913,26.205559581412885,3.531395303528659,2.1948150914073192,5.5537852692011,2.2957951616558105,2.0328797646806214,4.995311827676585,16.808252250580345,81.16203217271027,-0.6787069972705551,4.90368658859601,14.391840900843764,0.17974520794991455,0.14391840900843764
1.8841079147099444,17.204807925319717,0.47594913319855947,5.381914925799828,2.786473319040122,3.187443456644033,0.8017296146957797,4.504171522579991,21.087213365812882,2.618850259858693,0.48361779627789725,1.6858582180285013,5.968921475475507,4.636351826305601,6.8548148613742335,45.47094638989714,112.87410804070524,-6.58043744235931,0.13353664165535406,13.221120558299257,0.12474610475042482,0.13221120558299257
1.3040853248441253,31.74799467178412,2.918259990512012,47.644344897260176,2.8362532689019564,10.702102314042902,0.055509787387597154,11.764124463003212,26.37787156774014,3.606684922301582,4.664605739723533,3.5143133030980476,6.6517386601672595,6.327648171300991,8.92236878876125,33.15946049944801,23.951871651207966,151.95057992907587,6.300357315081596,23.601901600071994,0.23767135064863815,0.23601901600071992
1.8051899479532787,40.571810198578206,2.2305575580632446,199.6380579425824,1.8632159831386808,8.359339347847474,4.111210604383016,21.10434048052114,23.672954503668567,0.551987573909968,1.780311847104661,3.012621438674307,4.250024308013218,3.57701393552069,5.180874879739397,22.971394909566285,86.86331619059342,-45.50716775065257,1.1965082660139839,18.789525284848914,0.14150332428408405,0.18789525284848915
2.359319832665976,6.355967946352104,1.0386700474457933,121.01588564078348,4.498606952256482,14.064650917818318,7.120881804002377,20.396024280099855,9.466079981259085,1.1217070101594855,2.3481427633438043,3.1402391765388007,2.7415551823845505,2.8991236005224783,6.42874621843933,19.746144607165082,118.19687565539058,-32.85677633280143,6.531382456693658,15.80425265008792,0.22506166588496584,0.1580425265008792
1.1835342292185864,22.10803420838194,3.43123914255814,289.33476083537056,3.0152533441136082,6.760316178646259,7.903711338424299,16.700152999354138,15.922611566821768,0.44926967694088416,0.48955429802149975,2.849826664717049,4.272614107594754,4.008091137407224,12.228801181391713,28.544643286886384,63.11171734808444,177.86682871382672,16.643714524194124,25.508110127875593,0.2953505673233451,0.25508110127875594
2.3881448391656304,17.210939066040105,1.4385344818165904,105.00465339192034,1.4554448456908384,10.769155368577296,4.380637692811196,4.671513322968416,13.126673355575198,3.8609088504730256,0.8100799750519986,2.4333282075243776,2.076342305072864,6.4628059235552096,12.815546117469957,7.7003998659680555,88.87719821058795,-33.86440643223354,3.8082425639854445,17.850957522464228,0.14224469468277204,0.17850957522464228
3.960130455114863,6.3523727350653125,1.4557923012643998,64.04297633707603,5.839781648433533,3.3688157087515034,1.118474973759826,21.212419024320607,37.61869071824198,2.2372769279854956,1.8969588960406196,5.287557937615533,5.212967667647529,2.0213597303747273,12.69242970503016,34.57704237897339,59.67535085620944,-80.65967892811597,11.117168178414104,20.63177701041412,0.23830491727655234,0.20631777010414118
1.6671648474736043,33.97730853598572,1.9493753297580358,73.33733030332975,2.1561887466966594,2.73707732776721,6.960538870485216,3.7553983247670217,30.87285923179006,1.420767078027453,2.0686143072581062,2.666220129483291,4.2233455145039205,2.041724296044447,2.444751173656176,42.64548274019891,48.79067006437339,-26.129020002927405,13.003454705169066,19.337233702524454,0.2385424501524987,0.19337233702524453
0.7134911397253433,13.245958537739073,2.863703792023939,26.3557960061002,0.058956659944781054,8.470173767962406,1.978668544197519,24.751179528410372,8.75097664940139,2.3125941313303584,0.9552561682055664,1.8041317195199675,4.589818740898757,2.503448935913812,1.972128459019233,25.68290800628192,75.88285922238212,-3.8190491545363177,16.27055992944407,19.791267181341844,0.227427218863849,0.19791267181341846
3.3071140569737354,34.96596839346737,2.1031692851773514,221.9288258842216,2.161360733653908,4.485396093807534,2.0068612127764665,17.362294621690822,29.91548335401294,1.2091544776850922,2.36741160593696,4.622241809305628,0.3602377187963963,3.5751590666262882,6.02788644223541,13.344346621955166,70.11597695315083,-35.450875970643644,8.582456105468559,13.409568079685135,0.1391446166313205,0.13409568079685136
1.0393651848386245,24.682044455637396,1.711519786663928,61.09102122865742,1.4175154660501945,6.070199099167203,3.7700275243137478,46.72203634812362,13.49815284430497,1.2277282244025578,0.7722334253235688,4.229862345149675,3.5155303655748775,1.8032088874910095,0.12257838690898026,29.8027441626381,67.7846634721673,-4.904499377981992,6.214848424872499,17.57268316519913,0.1805857784553434,0.17572683165199132
3.7196704054782246,63.87381250149738,2.784859435941351,69.70826660379605,3.1434435947892823,7.751881175730297,0.3941434354552702,37.69470613709393,16.780540804241085,4.645594602767679,2.329826889215466,3.1304947165002375,3.4529224156943865,4.793996148756797,13.061283814520273,35.477050436967076,68.53626277215388,10.820807336937008,11.418271624601783,24.399271698264425,0.2544906387877609,0.24399271698264424
1.2453113089725076,49.828358962883,1.6040517071388338,156.17564881153396,2.1249810935089606,6.480331249302468,4.69411245399956,22.765143741242998,15.395254196268489,1.2934608697117058,0.9470264107432456,1.8103122007735013,0.33200477220985514,3.990928690440958,2.3402893779514726,17.671191643070653,99.91455339991921,-151.02900834326178,11.708115302087974,12.649085125475546,0.17791910867718794,0.12649085125475545
1.1216868208752109,28.45881869833023,3.1143006991267312,95.40841197726643,0.5042151158930287,5.253567779631871,8.623029517502792,21.87815584442278,36.38569920144962,2.1845753947535957,0.9949821539768186,-1.583834806598575,6.243507377722095,4.4007421578975245,2.53424908046393,2.912953477254053,76.22308116049082,-30.776103941715775,5.895858462533435,28.56358155417557,0.24697786917907913,0.2856358155417557
1.4613321605876946,14.451993374622765,0.39617956030322476,23.55709109779805,2.598768814410661,2.347572243166887,4.3170455257980915,36.803938926272345,17.247574822651615,3.6873540813680714,0.3677114875847496,0.6599270612328345,2.499398508673731,0.8532396529931613,0.012572256140897409,45.65057066081145,89.80206393321917,-96.77240247234651,11.187399938848817,29.432905629291938,0.22801806818003553,0.2943290562929194
0.9030767052683899,21.391117379780585,2.7056893120218803,134.95847654676825,1.7319052114742435,7.768299790265315,4.362912793469418,12.30888856392214,9.998671619621952,1.492960059912992,2.796246840405513,3.822820303964665,2.817496551843245,4.06216680209719,6.066152584625033,15.44628386243184,64.8875819037017,-53.88605699095443,5.490419782768415,4.708256599110943,0.14260400031044598,0.047082565991109424
0.441966509705226,16.04352743065057,1.0898061885032229,32.432332205134266,2.6762293398952677,4.669100844283283,2.2791418530551812,27.214937747827676,39.47062992532456,1.13563336773246,0.4689470605888907,4.861897990820696,3.754327327308144,5.321505189919262,5.062481565442306,26.609702980523465,90.80920544980087,38.42258453836051,2.0748520049170356,5.359377215940027,0.1312708030305766,0.05359377215940027
0.31366450259399414,20.410031804251,1.7372324449250305,196.6699087001568,1.8928678740389087,1.0819911611192934,0.515166110680193,4.584041997101199,17.46868881008648,4.231247588075645,2.4308558368680213,2.0550232516322637,2.8435612947206472,3.1227326118195804,20.55828885334374,26.304964001318247,13.824360395387565,87.43850581878567,10.556194336374688,25.50811214110844,0.20493827267233505,0.2550811214110844
2.774928840950164,36.06312465792921,0.5843685886765492,251.37761349751827,0.12204710512760886,16.268380914457637,4.441155613384403,29.581381759141443,36.933268728376675,1.2097093426542158,1.8913315160365853,4.3286109442320555,4.033983965976452,7.235645454617522,4.667117546870812,29.720329855342,81.9201257007955,82.99837733714331,7.809395998506132,25.04340925492642,0.17194427551797725,0.2504340925492642
1.6049870347041184,8.287817258991847,1.688126982389044,111.77308968713425,1.8560274535009276,4.366209239351911,3.283733306013139,22.218790093813315,25.76153476677959,4.112398793101352,0.6915831104315664,2.4072083579520624,4.92072991346012,3.856952966495999,17.229598235872636,33.392193350042945,60.91730267959768,-14.949396088342247,5.899126418847727,10.020362952554736,0.2066625781107842,0.10020362952554736
3.308085337475266,10.436646118967285,1.6675356537653556,13.594373559090384,3.262577109846297,8.36746693250312,5.531211660514513,33.559968715653895,20.329534815101894,2.181317849547122,2.0782738867461488,2.9833986960138024,0.6198177133467828,6.391677497762831,8.636107118446148,29.864188037982043,35.22203759724103,-141.0029920358771,10.176034857724417,14.448322690950373,0.10371140184556206,0.14448322690950374
